ANNUAL VISITOR SUMMARY BY STATE & SPOT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Goa,Palolem Beach,2016,324187,314117,10070,0.03106231897022398,0.04536997326815362
Goa,Palolem Beach,2017,328273,318338,9935,0.03026444453244708,0.01260383667451204
Goa,Palolem Beach,2018,323120,312568,10552,0.03265659816786333,-0.01569730072226472
Goa,Palolem Beach,2019,342064,330081,11983,0.03503145610178212,0.05862837335974258
Goa,Palolem Beach,2020,85192,82124,3068,0.03601277115222087,-0.7509471911689041
Goa,Palolem Beach,2021,189344,182242,7102,0.03750845022815616,1.222556108554794
Goa,Palolem Beach,2022,294391,286467,7924,0.02691658372708405,0.5547944482001015
Goa,Palolem Beach,2023,360518,350224,10294,0.0285533593329598,0.2246230353509449
Goa,Palolem Beach,2024,375524,362287,13237,0.03524941148901269,0.04162344182537359
Goa,Palolem Beach,2025,423526,406254,17272,0.04078143962826367,0.1278267168010567
Goa,Spice Plantations,2015,124819,118092,6727,0.05389403856784624,0
Goa,Spice Plantations,2016,129881,124001,5880,0.04527221071596307,0.04055472323925047
Goa,Spice Plantations,2017,132530,126234,6296,0.0475062250056591,0.02039559288887527
Goa,Spice Plantations,2018,135543,129233,6310,0.04655349224969198,0.0227344752131593
Goa,Spice Plantations,2019,134789,128874,5915,0.04388340294831181,-0.005562810325874468
Goa,Spice Plantations,2020,34321,32519,1802,0.05250429766032459,-0.7453723968573103
Goa,Spice Plantations,2021,76595,73347,3248,0.04240485671388472,1.231724017365461
Goa,Spice Plantations,2022,120322,114471,5851,0.04862784860623992,0.5708858280566618
Goa,Spice Plantations,2023,153294,145896,7398,0.04826020587889937,0.2740313492129454
Goa,Spice Plantations,2024,149936,143985,5951,0.03969026784761498,-0.02190561926755119
Goa,Spice Plantations,2025,164071,155483,8588,0.05234319288600667,0.09427355671753279
Gujarat,Dwarka,2015,494821,438402,56419,0.1140190088941253,0
Gujarat,Dwarka,2016,480577,423231,57346,0.119327391864363,-0.02878616711901882
Gujarat,Dwarka,2017,529572,467420,62152,0.1173627004448876,0.1019503638334751
Gujarat,Dwarka,2018,524644,461830,62814,0.1197269005268334,-0.009305627941054273
Gujarat,Dwarka,2019,541166,477024,64142,0.1185255540813724,0.03149183065087935
Gujarat,Dwarka,2020,141218,124837,16381,0.1159979605999235,-0.7390486468107753
Gujarat,Dwarka,2021,313702,276132,37570,0.1197633422802532,1.221402370802589
Gujarat,Dwarka,2022,481315,423764,57551,0.1195703437457798,0.5343064436949716
Gujarat,Dwarka,2023,607016,534521,72495,0.1194284829394942,0.261161609341076
Gujarat,Dwarka,2024,609057,541121,67936,0.1115429261957419,0.003362349592102909
Gujarat,Dwarka,2025,668879,589028,79851,0.1193803363538099,0.09822069198777772
Gujarat,Gir National Park,2015,144292,138626,5666,0.03926759626313309,0
Gujarat,Gir National Park,2016,155615,148771,6844,0.0439803360858529,0.07847281900590475
Gujarat,Gir National Park,2017,168029,160643,7386,0.04395669795094894,0.07977380072615103
Gujarat,Gir National Park,2018,174952,167925,7027,0.04016530248296676,0.04120122121776593
Gujarat,Gir National Park,2019,181517,173429,8088,0.04455781001228535,0.03752457817001242
Gujarat,Gir National Park,2020,43233,41352,1881,0.04350843105960724,-0.7618239613920459
Gujarat,Gir National Park,2021,99128,95201,3927,0.03961544669518199,1.292878125505979
Gujarat,Gir National Park,2022,141551,134807,6744,0.04764360548494889,0.4279618271325962
Gujarat,Gir National Park,2023,188242,180794,7448,0.03956609045802743,0.329852844557792
Gujarat,Gir National Park,2024,194256,185594,8662,0.0445906432748538,0.03194823684406245
Gujarat,Gir National Park,2025,195751,185312,10439,0.0533279523476253,0.007696029981056007
Gujarat,Lothal,2015,57125,53943,3182,0.05570240700218818,0
Gujarat,Lothal,2016,63104,59947,3157,0.05002852434077079,0.1046652078774617
Gujarat,Lothal,2017,64008,60616,3392,0.05299337582802149,0.01432555780933065
Gujarat,Lothal,2018,69958,66120,3838,0.05486148832156437,0.09295713035870512
Gujarat,Lothal,2019,72355,68815,3540,0.04892543708105867,0.03426341519197229
Gujarat,Lothal,2020,16884,15983,901,0.05336413172234068,-0.7666505424642388
Gujarat,Lothal,2021,38986,37015,1971,0.05055661006515159,1.309049988154466
Gujarat,Lothal,2022,61980,58642,3338,0.05385608260729267,0.5898014671933514
Gujarat,Lothal,2023,76603,72725,3878,0.0506246491651763,0.2359309454662795
Gujarat,Lothal,2024,74077,69962,4115,0.05555030576292237,-0.03297520984817826
Gujarat,Lothal,2025,78377,74085,4292,0.05476096303762584,0.05804770711556895
Gujarat,Palitana Temples,2015,207473,200186,7287,0.03512264246432066,0
Gujarat,Palitana Temples,2016,223859,216843,7016,0.03134115671025065,0.0789789514780237
Gujarat,Palitana Temples,2017,216005,208453,7552,0.03496215365385061,-0.0350845844929174
Gujarat,Palitana Temples,2018,241232,232173,9059,0.03755306095377065,0.116788963218444
Gujarat,Palitana Temples,2019,235275,227422,7853,0.0333779619594092,-0.02469407043841609
Gujarat,Palitana Temples,2020,59101,56977,2124,0.03593847819833844,-0.7488003400276273
Gujarat,Palitana Temples,2021,129926,125868,4058,0.03123316349306528,1.19837227796484
Gujarat,Palitana Temples,2022,199615,193123,6492,0.03252260601658192,0.5363745516678724
Gujarat,Palitana Temples,2023,251633,241534,10099,0.04013384571975854,0.2605916389048919
Gujarat,Palitana Temples,2024,278679,267241,11438,0.0410436380208053,0.1074819280460035
Gujarat,Palitana Temples,2025,293744,283694,10050,0.03421346478566371,0.05405861223845365
Gujarat,Rani ki Vav,2015,91314,89376,1938,0.02122347066167291,0
Gujarat,Rani ki Vav,2016,94798,93307,1491,0.01572817991940758,0.03815406180870395
Gujarat,Rani ki Vav,2017,101764,99692,2072,0.02036083487284305,0.07348256292326849
Gujarat,Rani ki Vav,2018,99395,97268,2127,0.0213994667739826,-0.02327935222672062
Gujarat,Rani ki Vav,2019,101319,99653,1666,0.01644311530907332,0.01935711051863787
Gujarat,Rani ki Vav,2020,25630,25161,469,0.01829886851346079,-0.7470365874120353
Gujarat,Rani ki Vav,2021,58339,57345,994,0.01703834484650063,1.276199765899337
Gujarat,Rani ki Vav,2022,84680,82679,2001,0.02363013698630137,0.4515161384322666
Gujarat,Rani ki Vav,2023,111232,108782,2450,0.02202603567318757,0.3135569201700519
Gujarat,Rani ki Vav,2024,121363,119088,2275,0.01874541664263408,0.09107990506329111
Gujarat,Rani ki Vav,2025,125177,122769,2408,0.01923676074678255,0.0314263820109919
Gujarat,Rann of Kutch,2015,404064,391532,12532,0.03101488873049814,0
Gujarat,Rann of Kutch,2016,427638,410588,17050,0.03987017056482352,0.05834224281301981
Gujarat,Rann of Kutch,2017,436084,418773,17311,0.03969648049458361,0.01975034959475064
Gujarat,Rann of Kutch,2018,466135,448693,17442,0.03741834447102235,0.06891103548857558
Gujarat,Rann of Kutch,2019,491402,471467,19935,0.04056760045746659,0.0542053267830136
Gujarat,Rann of Kutch,2020,125043,119677,5366,0.04291323784618092,-0.745538276197492
Gujarat,Rann of Kutch,2021,254791,245616,9175,0.03600990615838079,1.037627056292636
Gujarat,Rann of Kutch,2022,413285,394762,18523,0.04481895060309472,0.6220549391462022
Gujarat,Rann of Kutch,2023,510994,489436,21558,0.04218836228996818,0.2364203878679361
Gujarat,Rann of Kutch,2024,522963,501760,21203,0.04054397729858518,0.02342297561223816
Gujarat,Rann of Kutch,2025,567506,541971,25535,0.04499511899433662,0.08517428575252928
Gujarat,Sabarmati Ashram,2015,232212,228329,3883,0.01672178871031644,0
Gujarat,Sabarmati Ashram,2016,256972,253821,3151,0.01226203633080647,0.1066267031850205
Gujarat,Sabarmati Ashram,2017,262295,257893,4402,0.01678263024457195,0.02071431906978183
Gujarat,Sabarmati Ashram,2018,276399,271992,4407,0.01594434133263868,0.05377151680359904
Gujarat,Sabarmati Ashram,2019,288083,283476,4607,0.01599191899556725,0.04227222240312023
Gujarat,Sabarmati Ashram,2020,70316,69234,1082,0.01538767848000455,-0.7559175654238536
Gujarat,Sabarmati Ashram,2021,159808,157691,2117,0.01324714657589107,1.272711758348029
Gujarat,Sabarmati Ashram,2022,238946,235679,3267,0.01367254526127242,0.4952067480977174
Gujarat,Sabarmati Ashram,2023,287117,283098,4019,0.01399777790935403,0.2015978505603777
Gujarat,Sabarmati Ashram,2024,319095,314091,5004,0.01568185023268932,0.1113761985532031
Gujarat,Sabarmati Ashram,2025,344245,338096,6149,0.01786227831922032,0.07881665334774901
Gujarat,Saputara,2015,148135,139591,8544,0.05767711884429743,0
Gujarat,Saputara,2016,150019,141816,8203,0.05467974056619495,0.01271812873392508
Gujarat,Saputara,2017,160245,150632,9613,0.05998939124465662,0.06816469913810907
Gujarat,Saputara,2018,174475,164219,10256,0.05878206046711563,0.08880152266841401
Gujarat,Saputara,2019,167514,158006,9508,0.05675943503229581,-0.0398968333572145
Gujarat,Saputara,2020,41424,38816,2608,0.06295867130166087,-0.7527132060603889
Gujarat,Saputara,2021,92636,86875,5761,0.06218964549419232,1.236288142139822
Gujarat,Saputara,2022,143522,135173,8349,0.05817226627276655,0.5493112828705902
Gujarat,Saputara,2023,174023,164262,9761,0.0560902869160973,0.2125179415002578
Gujarat,Saputara,2024,195611,185305,10306,0.05268619862891146,0.1240525677640312
Gujarat,Saputara,2025,208265,196064,12201,0.05858401555710273,0.06468961356978897
Gujarat,Somnath Temple,2015,513620,444863,68757,0.1338674506444453,0
Gujarat,Somnath Temple,2016,561056,484654,76402,0.1361753550447727,0.0923562166582299
Gujarat,Somnath Temple,2017,588059,511656,76403,0.1299240382342588,0.04812888553014316
Gujarat,Somnath Temple,2018,605764,527380,78384,0.1293969268560033,0.03010752322471055
Gujarat,Somnath Temple,2019,646038,560185,85853,0.1328915636541504,0.06648463758163237
Gujarat,Somnath Temple,2020,149373,129624,19749,0.1322126488722861,-0.7687860466412193
Gujarat,Somnath Temple,2021,353243,309168,44075,0.1247724654133274,1.364838357668387
Gujarat,Somnath Temple,2022,537741,465651,72090,0.1340608211016084,0.52229768176581
Gujarat,Somnath Temple,2023,630713,546044,84669,0.1342433087632568,0.1728936421065159
Gujarat,Somnath Temple,2024,712606,613825,98781,0.1386193773277239,0.1298419407876483
Gujarat,Somnath Temple,2025,730602,636317,94285,0.1290511112753592,0.02525378680505086
Gujarat,Statue of Unity,2015,591108,549571,41537,0.07026973074294376,0
Gujarat,Statue of Unity,2016,611799,559308,52491,0.08579778652792829,0.03500375565886427
Gujarat,Statue of Unity,2017,666731,613717,53014,0.07951332696394797,0.08978765901873009
Gujarat,Statue of Unity,2018,675125,621043,54082,0.08010664691723755,0.01258978508573927
Gujarat,Statue of Unity,2019,728795,672833,55962,0.07678702515796623,0.07949638955748939
Gujarat,Statue of Unity,2020,169856,155827,14029,0.08259349095704596,-0.7669358324357329
Gujarat,Statue of Unity,2021,383717,353168,30549,0.07961336088836304,1.259072390730972
Gujarat,Statue of Unity,2022,610901,559474,51427,0.08418221610375494,0.5920613368706624
Gujarat,Statue of Unity,2023,756430,698407,58023,0.07670637071506947,0.2382202680958125
Gujarat,Statue of Unity,2024,751505,692744,58761,0.0781910965329572,-0.006510847005010367
Gujarat,Statue of Unity,2025,802527,736739,65788,0.08197605812639326,0.06789309452365577
Himachal Pradesh,Bir Billing,2015,76531,72860,3671,0.04796749029804916,0
Himachal Pradesh,Bir Billing,2016,77959,74654,3305,0.04239407893892944,0.01865910546053229
Himachal Pradesh,Bir Billing,2017,79705,75497,4208,0.05279468038391569,0.02239638784489273
Himachal Pradesh,Bir Billing,2018,80823,76984,3839,0.04749885552379892,0.01402672354306511
Himachal Pradesh,Bir Billing,2019,89515,85552,3963,0.04427190973579847,0.1075436447545872
Himachal Pradesh,Bir Billing,2020,21815,20710,1105,0.0506532202612881,-0.7562978271798022
Himachal Pradesh,Bir Billing,2021,49445,46872,2573,0.05203761755485893,1.266559706623883
Himachal Pradesh,Bir Billing,2022,71918,68313,3605,0.05012653299591201,0.4545050055617352
Himachal Pradesh,Bir Billing,2023,90005,85397,4608,0.05119715571357147,0.2514947579187408
Himachal Pradesh,Bir Billing,2024,98713,93878,4835,0.04898037745788295,0.09675018054552531
Himachal Pradesh,Bir Billing,2025,99411,94740,4671,0.04698675196909799,0.007071003819152599
Himachal Pradesh,Chamba,2015,119429,113058,6371,0.05334550234867579,0
Himachal Pradesh,Chamba,2016,126988,119739,7249,0.05708413393391502,0.06329283507355843
Himachal Pradesh,Chamba,2017,123569,117828,5741,0.04645987262177407,-0.02692380382398341
Himachal Pradesh,Chamba,2018,140048,132461,7587,0.05417428310293614,0.1333586902863988
Himachal Pradesh,Chamba,2019,138996,131191,7805,0.05615269504158393,-0.00751171027076436
Himachal Pradesh,Chamba,2020,34025,32283,1742,0.05119764878765613,-0.7552087829865608
Himachal Pradesh,Chamba,2021,78532,74398,4134,0.05264096164620791,1.308067597354886
Himachal Pradesh,Chamba,2022,117766,111464,6302,0.05351289845965729,0.4995925227932563
Himachal Pradesh,Chamba,2023,149000,140683,8317,0.05581879194630873,0.2652208617088123
Himachal Pradesh,Chamba,2024,148919,140765,8154,0.05475459813724239,-0.0005436241610737857
Himachal Pradesh,Chamba,2025,166092,157429,8663,0.05215784023312381,0.1153177230575011
Himachal Pradesh,Dharamshala McLeod Ganj,2015,431622,414918,16704,0.038700529630093,0
Himachal Pradesh,Dharamshala McLeod Ganj,2016,427455,411073,16382,0.03832450199436198,-0.009654280829058726
Himachal Pradesh,Dharamshala McLeod Ganj,2017,433486,414370,19116,0.04409830998002242,0.01410908750628725
Himachal Pradesh,Dharamshala McLeod Ganj,2018,466348,446118,20230,0.04337962208479505,0.0758086766354622
Himachal Pradesh,Dharamshala McLeod Ganj,2019,474287,455992,18295,0.0385736906134893,0.01702376765848679
Himachal Pradesh,Dharamshala McLeod Ganj,2020,125358,120378,4980,0.03972622409419423,-0.7356916803538786
Himachal Pradesh,Dharamshala McLeod Ganj,2021,270208,260422,9786,0.03621654429180483,1.155490674707637
Himachal Pradesh,Dharamshala McLeod Ganj,2022,411417,397578,13839,0.03363740438533167,0.5225937055897678
Himachal Pradesh,Dharamshala McLeod Ganj,2023,523088,503925,19163,0.03663437127213777,0.2714302034189155
Himachal Pradesh,Dharamshala McLeod Ganj,2024,548139,523298,24841,0.04531879687451541,0.04789060349310259
Himachal Pradesh,Dharamshala McLeod Ganj,2025,562087,540865,21222,0.03775572108943989,0.02544610035045847
Himachal Pradesh,Kasauli,2015,174419,169777,4642,0.02661407300810118,0
Himachal Pradesh,Kasauli,2016,189258,184055,5203,0.02749157235097063,0.08507674049272151
Himachal Pradesh,Kasauli,2017,195026,189173,5853,0.03001138309763826,0.0304769151105897
Himachal Pradesh,Kasauli,2018,204128,198660,5468,0.02678711396770654,0.04667070031688092
Himachal Pradesh,Kasauli,2019,212294,205969,6325,0.02979358813720595,0.04000431102053614
Himachal Pradesh,Kasauli,2020,52107,50417,1690,0.03243326232559925,-0.7545526486853138
Himachal Pradesh,Kasauli,2021,115722,112198,3524,0.03045229083493199,1.220853244285796
Himachal Pradesh,Kasauli,2022,171133,166780,4353,0.02543635651802984,0.4788285719223657
Himachal Pradesh,Kasauli,2023,230162,224273,5889,0.02558632615288362,0.3449305510918408
Himachal Pradesh,Kasauli,2024,239382,234471,4911,0.02051532696693987,0.04005874123443487
Himachal Pradesh,Kasauli,2025,248599,241759,6840,0.0275141895180592,0.03850331269686103
Himachal Pradesh,Kinnaur,2015,105200,99471,5729,0.05445817490494297,0
Himachal Pradesh,Kinnaur,2016,103823,98169,5654,0.05445806805813741,-0.01308935361216734
Himachal Pradesh,Kinnaur,2017,113118,106602,6516,0.05760356441945579,0.08952736869479794
Himachal Pradesh,Kinnaur,2018,121357,115427,5930,0.04886409519022388,0.07283544617125481
Himachal Pradesh,Kinnaur,2019,124636,118772,5864,0.04704900670753234,0.02701945499641556
Himachal Pradesh,Kinnaur,2020,30635,28878,1757,0.05735270115880529,-0.7542042427549023
Himachal Pradesh,Kinnaur,2021,68076,64272,3804,0.05587872377930548,1.222164191284479
Himachal Pradesh,Kinnaur,2022,107292,101716,5576,0.0519703239756925,0.57606204829896
Himachal Pradesh,Kinnaur,2023,128564,121496,7068,0.05497650975389689,0.198262685009134
Himachal Pradesh,Kinnaur,2024,134576,126447,8129,0.06040452978242777,0.04676270184499542
Himachal Pradesh,Kinnaur,2025,149934,141348,8586,0.05726519668654208,0.1141213886577102
Himachal Pradesh,Kullu Valley,2015,361997,344815,17182,0.04746448174984876,0
Himachal Pradesh,Kullu Valley,2016,364310,346217,18093,0.04966374790700228,0.006389555714550132
Himachal Pradesh,Kullu Valley,2017,370180,351353,18827,0.05085904154735534,0.01611265131344175
Himachal Pradesh,Kullu Valley,2018,399403,377326,22077,0.05527499793441712,0.07894267653573928
Himachal Pradesh,Kullu Valley,2019,403070,384737,18333,0.04548341479147543,0.009181202945395928
Himachal Pradesh,Kullu Valley,2020,108517,102870,5647,0.05203792954099358,-0.7307738110005706
Himachal Pradesh,Kullu Valley,2021,218852,208612,10240,0.04678961124412846,1.016753135453431
Himachal Pradesh,Kullu Valley,2022,369050,348066,20984,0.0568595041322314,0.6862994169575787
Himachal Pradesh,Kullu Valley,2023,433634,409758,23876,0.05506025819008657,0.1750006774149844
Himachal Pradesh,Kullu Valley,2024,456810,432343,24467,0.05356056128368468,0.05344599362596103
Himachal Pradesh,Kullu Valley,2025,487012,465331,21681,0.04451841022397805,0.06611501499529338
Himachal Pradesh,Manali,2015,636958,550631,86327,0.1355301291450928,0
Himachal Pradesh,Manali,2016,716834,625461,91373,0.127467447135599,0.1254023028205942
Himachal Pradesh,Manali,2017,722911,631292,91619,0.1267362095748993,0.008477555473094256
Himachal Pradesh,Manali,2018,748597,649041,99556,0.1329901135056646,0.03553134479901399
Himachal Pradesh,Manali,2019,750844,654786,96058,0.127933365652519,0.003001615021166248
Himachal Pradesh,Manali,2020,196679,170281,26398,0.134218701539056,-0.7380561075269962
Himachal Pradesh,Manali,2021,441353,383947,57406,0.1300682220354229,1.244027069488863
Himachal Pradesh,Manali,2022,627748,548741,79007,0.1258578283005282,0.4223263464845599
Himachal Pradesh,Manali,2023,832463,721969,110494,0.1327314246999566,0.3261101588535527
Himachal Pradesh,Manali,2024,820329,715017,105312,0.1283777606301862,-0.01457602319862861
Himachal Pradesh,Manali,2025,936531,817438,119093,0.1271639700127385,0.1416529221812224
Himachal Pradesh,Sarahan Bhimakali,2015,94244,92880,1364,0.01447306990365434,0
Himachal Pradesh,Sarahan Bhimakali,2016,90761,89542,1219,0.01343087890173092,-0.03695725987861298
Himachal Pradesh,Sarahan Bhimakali,2017,101191,99668,1523,0.01505074561966973,0.1149172001189938
Himachal Pradesh,Sarahan Bhimakali,2018,101013,99428,1585,0.01569104966687456,-0.001759049717860339
Himachal Pradesh,Sarahan Bhimakali,2019,105821,104713,1108,0.01047051152417762,0.04759783394216588
Himachal Pradesh,Sarahan Bhimakali,2020,26528,26058,470,0.01771712907117009,-0.7493125183092203
Himachal Pradesh,Sarahan Bhimakali,2021,58025,57369,656,0.01130547177940543,1.187311519903498
Himachal Pradesh,Sarahan Bhimakali,2022,86182,85368,814,0.009445127752895036,0.4852563550193882
Himachal Pradesh,Sarahan Bhimakali,2023,112779,111170,1609,0.01426684045788666,0.3086143278178739
Himachal Pradesh,Sarahan Bhimakali,2024,118825,117038,1787,0.01503892278560909,0.05360927122957282
Himachal Pradesh,Sarahan Bhimakali,2025,125320,123267,2053,0.01638206192148101,0.05466021460130444
Himachal Pradesh,Shimla Hill Station,2015,522658,460324,62334,0.1192634571746725,0
Himachal Pradesh,Shimla Hill Station,2016,545801,480654,65147,0.1193603529491518,0.04427943320488725
Himachal Pradesh,Shimla Hill Station,2017,566142,500643,65499,0.1156935892408618,0.03726816183920523
Himachal Pradesh,Shimla Hill Station,2018,587768,520815,66953,0.1139105905731513,0.03819889709648816
Himachal Pradesh,Shimla Hill Station,2019,605272,536140,69132,0.1142164184036268,0.02978045759551384
Himachal Pradesh,Shimla Hill Station,2020,159936,141105,18831,0.1177408463385354,-0.7357617732193129
Himachal Pradesh,Shimla Hill Station,2021,342640,301940,40700,0.1187835629231847,1.142356942777111
Himachal Pradesh,Shimla Hill Station,2022,516436,456772,59664,0.1155302883609973,0.5072262432874153
Himachal Pradesh,Shimla Hill Station,2023,631643,560662,70981,0.1123751866164906,0.2230808851435608
Himachal Pradesh,Shimla Hill Station,2024,719432,635750,83682,0.1163167610003447,0.1389851545889054
Himachal Pradesh,Shimla Hill Station,2025,722583,639819,82764,0.114539091010998,0.004379844099233754
Himachal Pradesh,Spiti Valley,2015,86797,83218,3579,0.04123414403723631,0
Himachal Pradesh,Spiti Valley,2016,89490,85650,3840,0.04290982232651693,0.03102641796375449
Himachal Pradesh,Spiti Valley,2017,98359,94036,4323,0.04395123984587074,0.09910604536819756
Himachal Pradesh,Spiti Valley,2018,101318,97651,3667,0.03619297656882291,0.03008367307516346
Himachal Pradesh,Spiti Valley,2019,101431,97497,3934,0.0387849868383433,0.001115300341498981
Himachal Pradesh,Spiti Valley,2020,27257,26127,1130,0.04145724034193051,-0.7312754483343357
Himachal Pradesh,Spiti Valley,2021,56251,54116,2135,0.03795488080211908,1.063726749091976
Himachal Pradesh,Spiti Valley,2022,87068,83875,3193,0.03667248587311067,0.5478480382570976
Himachal Pradesh,Spiti Valley,2023,114560,110056,4504,0.03931564245810056,0.3157532043919695
Himachal Pradesh,Spiti Valley,2024,121585,115655,5930,0.04877246370851668,0.06132157821229045
Himachal Pradesh,Spiti Valley,2025,121883,116802,5081,0.04168751999868726,0.002450960233581378
Karnataka,Badami Caves,2015,145068,138392,6676,0.0460197976121543,0
Karnataka,Badami Caves,2016,149578,141725,7853,0.05250103624864619,0.03108886866848648
Karnataka,Badami Caves,2017,167805,159445,8360,0.04981973123566044,0.1218561553169584
Karnataka,Badami Caves,2018,169189,160546,8643,0.05108488140481946,0.008247668424659516
Karnataka,Badami Caves,2019,166853,158415,8438,0.05057146110648295,-0.01380704419318046
Karnataka,Badami Caves,2020,42570,40490,2080,0.04886070002349072,-0.7448652406609411
Karnataka,Badami Caves,2021,93658,88899,4759,0.05081253069679045,1.200093962884661
Karnataka,Badami Caves,2022,141344,134670,6674,0.04721813448041657,0.5091503128403341
Karnataka,Badami Caves,2023,188377,178305,10072,0.05346724918647181,0.3327555467511887
Karnataka,Badami Caves,2024,189549,179460,10089,0.05322634252884478,0.00622156632709947
Karnataka,Badami Caves,2025,203974,193626,10348,0.05073195603361213,0.07610169402107103
Karnataka,Bandipur National Park,2015,121241,118534,2707,0.02232743048968583,0
Karnataka,Bandipur National Park,2016,129430,126290,3140,0.02426021787838986,0.06754315784264397
Karnataka,Bandipur National Park,2017,124795,121691,3104,0.02487279137785969,-0.035810863014757
Karnataka,Bandipur National Park,2018,136280,133304,2976,0.02183739360140886,0.09203093072639135
Karnataka,Bandipur National Park,2019,138703,135169,3534,0.02547890096104627,0.0177795714705018
Karnataka,Bandipur National Park,2020,36244,35490,754,0.02080344332855093,-0.7386934673366834
Karnataka,Bandipur National Park,2021,79646,78150,1496,0.01878311528513673,1.197494757753007
Karnataka,Bandipur National Park,2022,123061,119204,3857,0.03134217989452386,0.5450995655776811
Karnataka,Bandipur National Park,2023,150717,148269,2448,0.01624236151197277,0.2247340749709494
Karnataka,Bandipur National Park,2024,149250,146572,2678,0.01794304857621441,-0.00973347399430724
Karnataka,Bandipur National Park,2025,161873,158123,3750,0.02316630939069517,0.08457621440536012
Karnataka,Belur-Halebid,2015,184862,174061,10801,0.05842736744165918,0
Karnataka,Belur-Halebid,2016,187540,177687,9853,0.05253812519995734,0.01448648180805145
Karnataka,Belur-Halebid,2017,186812,176400,10412,0.05573517761171659,-0.003881838541111238
Karnataka,Belur-Halebid,2018,196860,184423,12437,0.06317687696840395,0.05378669464488373
Karnataka,Belur-Halebid,2019,200328,187508,12820,0.06399504812108142,0.01761658031088076
Karnataka,Belur-Halebid,2020,51018,47896,3122,0.06119408836097064,-0.7453276626332814
Karnataka,Belur-Halebid,2021,117568,110690,6878,0.05850231355470877,1.304441569642087
Karnataka,Belur-Halebid,2022,177409,166322,11087,0.06249401101409737,0.5089905416439848
Karnataka,Belur-Halebid,2023,217102,203611,13491,0.06214129763889784,0.2237372399370945
Karnataka,Belur-Halebid,2024,235543,220301,15242,0.06471005294150113,0.08494164033495766
Karnataka,Belur-Halebid,2025,241688,226458,15230,0.06301512694051835,0.02608865472546418
Karnataka,Chikmagalur,2015,290981,283973,7008,0.02408404672470024,0
Karnataka,Chikmagalur,2016,308969,302354,6615,0.02140991491055737,0.06181846924713308
Karnataka,Chikmagalur,2017,323145,315220,7925,0.0245245942224079,0.04588162566471077
Karnataka,Chikmagalur,2018,344348,336615,7733,0.02245693310255904,0.06561450741927
Karnataka,Chikmagalur,2019,337091,330954,6137,0.01820576639542438,-0.02107461056837845
Karnataka,Chikmagalur,2020,82993,81282,1711,0.02061619654669671,-0.7537964525899534
Karnataka,Chikmagalur,2021,191916,186400,5516,0.02874174117843223,1.31243598857735
Karnataka,Chikmagalur,2022,297982,290525,7457,0.02502500151015833,0.5526688759665688
Karnataka,Chikmagalur,2023,354485,347970,6515,0.01837877484237697,0.1896188360370761
Karnataka,Chikmagalur,2024,373012,365798,7214,0.01933986037982692,0.05226455280195208
Karnataka,Chikmagalur,2025,394371,385412,8959,0.02271718762282217,0.0572608924109681
Karnataka,Coorg Coffee Plantations,2015,448225,414890,33335,0.07437113057058398,0
Karnataka,Coorg Coffee Plantations,2016,453868,420080,33788,0.07444455216054006,0.0125896592113337
Karnataka,Coorg Coffee Plantations,2017,510267,473459,36808,0.07213478433839539,0.1242630015775512
Karnataka,Coorg Coffee Plantations,2018,510298,469807,40491,0.07934775366550526,6.075250800074983e-05
Karnataka,Coorg Coffee Plantations,2019,539556,500930,38626,0.07158849127801377,0.05733512575005184
Karnataka,Coorg Coffee Plantations,2020,126701,117073,9628,0.07598992904554817,-0.765175440547413
Karnataka,Coorg Coffee Plantations,2021,283266,263877,19389,0.06844803117917435,1.235704532718763
Karnataka,Coorg Coffee Plantations,2022,453460,420835,32625,0.07194680897984387,0.6008274907683944
Karnataka,Coorg Coffee Plantations,2023,550802,511376,39426,0.07157926078699788,0.2146650200679221
Karnataka,Coorg Coffee Plantations,2024,597761,554804,42957,0.07186316939378781,0.08525568171502651
Karnataka,Coorg Coffee Plantations,2025,607296,561657,45639,0.07515116187164085,0.0159511911951431
Karnataka,Dandeli Wildlife Sanctuary,2015,88765,85518,3247,0.03657973300287275,0
Karnataka,Dandeli Wildlife Sanctuary,2016,92221,88502,3719,0.04032704047884972,0.03893426463132998
Karnataka,Dandeli Wildlife Sanctuary,2017,96197,92713,3484,0.03621734565526991,0.04311382440008238
Karnataka,Dandeli Wildlife Sanctuary,2018,98915,95297,3618,0.03657685891927413,0.02825451937170609
Karnataka,Dandeli Wildlife Sanctuary,2019,105484,100971,4513,0.04278373971407986,0.06641055451650413
Karnataka,Dandeli Wildlife Sanctuary,2020,26819,25794,1025,0.03821917297438383,-0.7457529103939934
Karnataka,Dandeli Wildlife Sanctuary,2021,55583,53301,2282,0.04105571847507331,1.07252321115627
Karnataka,Dandeli Wildlife Sanctuary,2022,84358,80815,3543,0.04199957324735058,0.5176942590360363
Karnataka,Dandeli Wildlife Sanctuary,2023,106928,102670,4258,0.0398211880891815,0.2675502027075085
Karnataka,Dandeli Wildlife Sanctuary,2024,113450,109609,3841,0.03385632437197003,0.06099431393086929
Karnataka,Dandeli Wildlife Sanctuary,2025,127617,122382,5235,0.041021180563718,0.1248743940061701
Karnataka,Gokarna,2015,271138,255207,15931,0.05875605780082467,0
